,Unnamed: 0,헤드라인,내용,날짜,자치구,법정동
100,100,"서울 모아타운·모아주택 5곳 확정...2,394세대 공급","서울시가 노후 저층주거지 개선을 위한 모아주택·모아타운 사업 5개 지역을 확정해 총 2394세대 규모의 주택을 공급한다. 기존 1,637세대에서 757세대 늘어 ...",2025.09.24,서울,전체
101,101,목동 8·12단지 조합설립 본격화...목1동 주민센터 신축 속도,서울 양천구가 목동 재건축과 행정 인프라 개선에 속도를 내고 있다.양천구는 '도시 및 주거환경정비법'에 따라 목동아파트 8단지와 12단지 재건축 정비 ...,2025.09.19,서울,전체
102,102,"한양대, 교육·연구시설 확충","한양대학교가 교육·연구시설, 강의실 등을 확충한다.서울시는 최근 제15차 도시계획위원회를 열고 서울시 성동구 행당동17번지 한양대학교 도시계획시 ...",2025.09.19,서울,전체
103,103,멈췄던 오송역세권지구 도시개발사업 재개 전망,2년간 멈췄던 오송역세권지구 도시개발사업이 조속한 시일 내에 재개될 전망이다.정비업계에 따르면 오송역세권지구 도시개발사업조합은 최근 대의원 ...,2025.09.19,그외,전체
104,104,"방세환 광주시장 ""구도심 재개발·교통 인프라 확충 병행""",경기 광주시는 구도심 재개발과 교통 인프라 확충에 속도를 내기 위해 시민 대상 지역현안과 발전 방향을 논의하고 있다. 18일 중앙도서관 시청각실에서 ...,2025.09.19,서울,전체
105,105,"부영, 카이스트 서울 기숙사 리모델링 완료",부영그룹이 KAIST(카이스트) 서울 캠퍼스에서 기숙사 리모델링 준공·기증식을 가졌다.18일 열린기숙사 리모델링 준공·기증식에는 이중근 부영그룹 회장 ...,2025.09.19,서울,전체
106,106,"재개발·재건축 속도 ↑..국토부, 현장 컨설팅 실시",재개발·재건축 사업에 속도를 높이기 위해 국토교통부와 한국부동산원이 컨설팅을 확대한다.국토부는정비구역 지정 이전 단계 주민을 대상으로 구역 ...,2025.09.18,그외,전체
107,107,도시정비형 재개발 대상지 확대...창동·상계·강남·잠실 포함,"창동, 상계, 강남, 잠실 등도 ‘도시정비형 재개발사업’ 대상 지역에 포함됐다. 높이 기준, 용적률 체계, 비주거 비율 의무 등을 개선하고 증가할 시니 ...",2025.09.18,그외,전체
108,108,강남3구·용산 아파트 토허재 재지정..재개발 8곳도 신규 지정 ,서울시는 도시계획위원회 심의에서 강남 3구(강남·서초·송파)와 용산구 내 아파트 용도에 대해 ‘토지거래허가구역’을 1년 3개월간 재지정했다고 18일 ...,2025.09.18,서울,전체
109,109,"이재준 수원시장 ""역세권 복합개발, 22개 콤팩트시티 조성""",경기 수원시가 '공간 대전환'을 내세워 역세권 복합개발 사업을 추진한다. 낙후된 역 주변을 재편해 시민 생활환경을 개선한다는 취지다. ...,2025.09.17,그외,전체
110,110,"지역주택조합, 공사비 증액·불공정 계약 무더기 확인",국토교통부가 지역주택조합을 대상으로 한 특별합동점검과 지자체 전수실태점검으로 252개 지주택 조합에서 위반행위 641건을 적발했다.이번 점검에서 ...,2025.09.17,서울,전체
111,111,내 집 마련 물거품...은평주택조합 사기 주범 항소심 징역 20년,아파트 건설이 가능할 것처럼 홍보해 모델하우스를 세우고 광고를 한 지역주택조합 대행사 대표이사 곽 모씨에게 중형이 선고됐다.업계에 따르면 곽 씨 ...,2025.09.17,그외,전체
112,112,"'써밋 더 블랙 에디션'될 여의도 공작아파트, 26일 토지등소유자 전체회의",서울 영등포구에 위치한 여의도 공작아파트가 재건축 사업 추진을 위해 오는 26일 오후 7시 한국화재보험협회빌딩 1층 대강당에서 토지등소유자 전체회 ...,2025.09.16,서울,전체
113,113,"""학동4구역 재개발 연내 착공""...HDC현대산업개발, 사업 정상화",광주 학동4구역 재개발 사업이 속도를 낸다. HDC현대산업개발은 조합정기총회에서 공사비 최종 안건에 78%가 찬성했다고 전하면서 하반기 착공 예정이라 ...,2025.09.16,서울,전체
114,114,"HDC현대산업개발, 대전 변동 A구역 재개발 수주","HDC현대산업개발은공사 금액 총9,602억 원에 달하는 대전 변동 A구역 재개발 정비사업의 시공자로 선정됐다고 15일 밝혔다. 총회에 참석한 조합원 615명 중 ...",2025.09.15,그외,전체
115,115,"압구정4구역, 최고 70층 1664가구로 통합재건축",서울 강남구 압구정4구역이 정비구역으로 지정·고시됐다.서울시는 지난 11일 압구정아파트지구 개발기본계획 및 압구정4구역에 대한 재건축 정비구역 ...,2025.09.12,서울,전체
116,116,"현대건설, 압구정2구역 조합원에 '맞춤형 금융조건' 제안","현대건설은 압구정2구역 재건축 조합에제안한분담금, 이주비, 사업비 등 ‘조합원 맞춤형 금융조건’을 공개했다.조합원에 제안한 조건은분담금 입주 ...",2025.09.12,그외,전체
117,117,영등포 신길우성2차·우창아파트 통합 재건축…35층 1212세대,"서울 영등포구신길동 신풍역 인근 신길우성2차아파트와 우창아파트가 통합 재건축을 통해 최고 35층, 13개 동 총 1,212세대 규모 대단지로 탈바꿈한다.12일 ...",2025.09.12,서울,전체
118,118,"압구정 갤러리아, 혁신적 디자인으로 재건축",서울 강남구 압구정 갤러리아 백화점이 혁신적인 디자인으로 재건축을 추진한다.서울시는 지난 10일 제4차 도시·건축공동위원회 수권분과위원회를 열 ...,2025.09.11,서울,전체
119,119,"성수1지구 조합, 입찰공고 수정...추가 이주비·공사범위 확대 반영",성수1지구 재개발 조합이 입찰 공고를 수정했다. 시공사 선정을 위해 3파전이 예상됐지만 조합의 입찰제안서에 수정을 요구하던 건설사 2곳이 현장설명 ...,2025.09.09,서울,전체
120,120,부산 수영만 요트경기장 단계별 폐쇄...재개발 본격화,수영만 요트경기장 재개발에 따라 부산시체육시설관리사업소는요트경기장 주차구역을 단계별로 폐쇄한다고 9일 밝혔다.폐쇄 시기는 9월 15일부터다.사 ...,2025.09.09,그외,전체
121,121,"경로당이 세대통합 커뮤니티 공간으로...서초구, '우면동 시니어라운지' 개관","서울 서초구 우면동 소재 경로당이 세대통합 커뮤니티 공간으로 새단장했다. 어르신 뿐만 아니라 아이들, 부모세대까지 자유롭게 이용가능하다.서초구 ...",2025.09.09,서울,전체
122,122,"서울 개포도서관, 41년만에 전면 개축",서울특별시교육청은 9일 오후 3시 강남구 개포동 개포도서관 건립부지 및 개포근린공원에서 '서울특별시교육청개포도서관 기공식'을 연다.기공식은 개 ...,2025.09.09,서울,전체
123,123,홍제역세권활성화 주민대표회의 개소...유진상가·인왕시장 재정비 속도,문성호 서울시의원(국민의힘·서대문2)이 지난 5일 유진상가에서 열린 홍제지구중심 홍제역 역세권 활성화사업 주민대표회의 사무실 개소식에 참석했다 ...,2025.09.08,서울,전체
124,124,"신림8구역 최고 33층 30개동 2,257세대로 재개발","서울 관악구 난곡동 일대 신림8구역이 재개발 사업을 통해 최고 33층 30개동 2,257세대 규모의 아파트로 탈바꿈한다.관악구는 주택재개발사업 정비구역 지 ...",2025.09.08,서울,전체
125,125,효창공원앞역 일대 최고 40층 3104세대로 재개발...미리내집 공급,서울시는 용산구 효창동 일대에 장기전세주택 등 대규모 주거단지를 조성한다.시는 지난 1일 도시계획위원회 제2차 수권소위원회를 열고 용산구 효창동 ...,2025.09.05,서울,전체
126,126,"목동11단지, 최고 41층 2,679세대로 재건축...공공청사 신설도","서울 양천구 목동11단지 아파트가 최고 41층 규모 2,679세대 대단지로 재탄생한다.서울시는 지난 1일 제9차 도시계획위원회 신속통합기획 수권분과위원회 ...",2025.09.04,서울,전체
127,127,"광명3구역 공공재개발, 주민대표회의 구성",광명3구역 공공재개발 사업의 신호탄이 쏘아졌다.3일 정비업계에 따르면 경기 광명시는 지난 달 25일 광명3구역 공공재개발사업에 대한 주민대표회의 구 ...,2025.09.03,그외,전체
128,128,은마아파트 49층 5893세대로 재건축...공공분양 공급 포함 '최초',서울 강남구 은마아파트가 재건축 사업을 통해 49층 규모의 공동주택으로 변모한다.서울시는 지난 1일제9차 도시계획위원회 신속통합기획 정비사업 등 ...,2025.09.02,서울,전체
129,129,"성남시, 분당 노후계획도시 특별정비구역 주민설명회 19일 개최",경기 성남시는 ‘노후계획도시 정비 및 지원에 관한 특별법’에 따른 분당 노후계획도시 특별정비구역 선정을 위해 주민설명회를 연다고 2일 밝혔다.설 ...,2025.09.02,그외,전체
130,130,"서대문구, ""북아현3구역 조합, 도시정비법 위반""...수사의뢰·조치 예정",서울 서대문구는 지난 달 30일 오후 구청 6층 대강당에서 북아현3구역 재개발조합 운영 실태 점검 결과를 설명하는 자리를 마련했다.구는 북아현3구역조 ...,2025.09.01,서울,전체
131,131,"서대문구, 홍제3구역 조합·성당 이견 중재...재건축 속도",종교시설 이전 문제로 철거가 당초 계획보다 늦어졌던 홍제3구역 주택 재건축 사업이 서대문구청 중재로 합의해 사업에 속도를 낼 전망이다.서대문구는 ...,2025.08.29,서울,전체
132,132,"현대건설, 압구정2구역 조합에 '한강 조망' 강조",현대건설은 압구정2구역 재건축에 조합원 100% 한강 조망 청사진과 혁신적인 설계를 제안했다. 앞서 조합에 제시한'새로운 100년을 열어갈 도시'라는 미래 ...,2025.08.29,서울,전체
133,133,"서대문구 천연동 모아타운, 한국토지신탁 사업시행자로 지정 ",서울 서대문구 천연동 89-16번지 일대에 추진 중인 소규모주택정비 관리지역(모아타운) 가로주택정비사업(천연동 모아타운) 사업시행자로 한국토지신탁 ...,2025.08.29,서울,전체
134,134,"영등포구, 여의도 대교아파트 재건축 사업시행계획 인가",서울 영등포구는 '여의도 대교아파트' 사업시행계획을 인가했다고 29일 밝혔다. 이 아파트는 신속통합기획 자문사업 1호로 선정된 바 있으며 2024년 9월  ...,2025.08.29,서울,전체
135,135,"서대문구, '재개발·재건축 정비사업 아카데미' 개설",서울 서대문구는 올해 하반기 ‘재개발·재건축 정비사업 아카데미’를 무료 개설한다고 28일 밝혔다.정비사업 아카데미는총 8회 과정으로9월 23일∼12월 ...,2025.08.28,서울,전체
136,136,"서울시, 방학·가리봉·도림 등 신통기획 후보지 8곳 선정","서울 도봉 방학동, 구로 가리봉동, 영등포 도림동 등 8곳이 신속통합기획 후보지로 선정됐다.서울시는 올해 제4차 주택재개발 후보지 선정위원회를 열고 ...",2025.08.28,서울,전체
137,137,"고양 일산덕이구역 도시개발 또 제동...조합 ""시, 국공유지 유상매입 요구 위법"" 주장",경기 고양시 일산서구 덕이동 일원에서 추진 중인 ‘고양 일산덕이구역(하이파크시티) 도시개발사업’이 행정 갈등에 직면했다.고양시가 조합에 국·공 ...,2025.08.28,서울,전체
138,138,"강동구, 매월 넷째 주 수요일 '정비사업 자문의 날'로 운영",서울 강동구는 9월부터‘정비사업 자문의 날’을 운영한다고 28일 밝혔다.정비사업은 도시환경 개선과 주거환경 향상을 위한 중요한 사업이나 관련 법 ...,2025.08.28,강동구,전체
139,139,중랑구 중화동 309-39 일대 신통기획 확정...세대수 42% 증가,서울 중랑구 중화동 309-39 일대 신속통합기획이 확정됐다. 용도지역 상향과 사업성 보정계수 적용으로 재정비촉진계획 대비 세대수가 42%가 증가하면서 ...,2025.08.27,서울,전체
140,140,"구룡마을 재개발 속도...SH, 보상협의·소유권 취득 완료",서울주택도시개발공사의 소유권 취득으로 장기간 표류하던 구룡마을 재개발 사업이 탄력을 받게 됐다. 보상협의 이견으로 개발 사업에 난항을 겪기도 ...,2025.08.27,서울,전체
141,141,"대치미도·개포현대2차 등 추진위 구성 가능...강남구, 신속 지원",서울 강남구는 '도시 및 주거환경정비법' 개정으로 정비구역 지정 이전에도 추진위원회 조기 구성이 가능해짐에 따라 지원 예산을 확보하고 신속한 공 ...,2025.08.27,서울,전체
